,image_name,category,subcategory
116,image_973125188_product_267898588.jpg,PlayStation,Jeux PS3
0,image_308038846_product_1607404.jpg,Nintendo,Jeux Game Boy Advance
1,image_867095986_product_55556886.jpg,PlayStation,Jeux PSP
2,image_874538053_product_111847660.jpg,Nintendo,Jeux Nintendo DS
3,image_874727878_product_90062129.jpg,Nintendo,Jeux Nintendo DS
4,image_874728161_product_82614930.jpg,PC Gaming,Jeux PC
5,image_716950448_product_7490474.jpg,PlayStation,Jeux PS1
6,image_846014108_product_75096137.jpg,PC Gaming,Jeux PC
7,image_933238947_product_190096182.jpg,PC Gaming,Jeux PC
8,image_933240320_product_190095037.jpg,Nintendo,Jeux Nintendo DS
9,image_874731286_product_46704360.jpg,Nintendo,Jeux Game Boy Advance
10,image_891223536_product_131597581.jpg,PlayStation,Jeux PS2
11,image_891736821_product_138464231.jpg,Nintendo,Jeux Nintendo DS
12,image_933251978_product_190103729.jpg,Nintendo,Jeux Nintendo Wii
13,image_933257534_product_190108918.jpg,PC Gaming,Jeux PC
14,image_933257981_product_190108812.jpg,PC Gaming,Jeux PC
15,image_933263666_product_190112670.jpg,PlayStation,Jeux PS3
16,image_935314259_product_194452799.jpg,PC Gaming,Jeux PC
17,image_975796552_product_258341670.jpg,PlayStation,Jeux PS3
18,image_985456698_product_290210516.jpg,PlayStation,Jeux PS3
19,image_999810411_product_301235593.jpg,PlayStation,Jeux PS3
20,image_1016066453_product_493545596.jpg,PlayStation,Jeux PS3
21,image_1032783160_product_630642988.jpg,Nintendo,Jeux Nintendo Wii
22,image_1053085531_product_1022623650.jpg,Nintendo,Jeux Super Nintendo
23,image_1062523736_product_301815907.jpg,Xbox,Jeux Xbox 360
24,image_1096911277_product_1638225913.jpg,PlayStation,Jeux PS4
25,image_1098376627_product_1684789300.jpg,Xbox,Jeux Xbox One
26,image_1123660911_product_2060555800.jpg,PlayStation,Jeux PS4
27,image_1148926787_product_2550005949.jpg,PlayStation,Jeux PS4
28,image_1233470015_product_3626367914.jpg,Nintendo,Jeux Nintendo Switch
29,image_1234513943_product_3684576397.jpg,Xbox,Jeux Xbox One
30,image_874729307_product_74244625.jpg,PC Gaming,Jeux PC
31,image_529140_product_923202.jpg,PlayStation,Jeux PS2
32,image_1051593_product_1283013.jpg,PlayStation,Jeux PS2
33,image_13233030_product_1431728.jpg,Nintendo,Jeux GAMECUBE
34,image_110307330_product_1198135.jpg,PC Gaming,Jeux PC
35,image_234303430_product_6648556.jpg,Nintendo,Jeux SUPER FAMICOM
36,image_300917069_product_928105.jpg,PC Gaming,Jeux PC
37,image_301844443_product_5189935.jpg,Xbox,Jeux Xbox Classic
38,image_324151298_product_14034577.jpg,Nintendo,Jeux Game Boy Advance
39,image_381381976_product_49628162.jpg,Nintendo,Jeux Nintendo DS
40,image_558592269_product_53702264.jpg,PC Gaming,Jeux PC
41,image_564455330_product_49848465.jpg,Nintendo,Jeux Nintendo DS
42,image_712678422_product_1586816.jpg,PC Gaming,Jeux PC
43,image_845665195_product_74697205.jpg,PC Gaming,Jeux PC
44,image_847403454_product_76335437.jpg,PC Gaming,Jeux PC
45,image_871483952_product_115419768.jpg,PC Gaming,Jeux PC
46,image_874727855_product_99505596.jpg,PC Gaming,Jeux PC
47,image_891729120_product_138459015.jpg,PlayStation,Jeux PSP
48,image_932720118_product_80161913.jpg,PC Gaming,Jeux PC
49,image_933236801_product_190094193.jpg,PC Gaming,Jeux PC
50,image_933250107_product_190103590.jpg,Nintendo,Jeux Nintendo 3DS
51,image_933256367_product_190109245.jpg,PC Gaming,Jeux PC
52,image_933257401_product_190108311.jpg,PC Gaming,Jeux PC
53,image_946296632_product_75415120.jpg,Xbox,Jeux Xbox 360
54,image_956730229_product_223026420.jpg,PlayStation,Jeux PS2
55,image_958250965_product_227205580.jpg,Nintendo,Jeux Game Boy
56,image_973933517_product_251410352.jpg,PC Gaming,Jeux PC
57,image_1134618245_product_2287962051.jpg,PlayStation,Jeux PSVITA
58,image_1161168397_product_2733520304.jpg,Xbox,Jeux Xbox One
59,image_1117041866_product_1967323837.jpg,PlayStation,Jeux PS1
60,image_891835020_product_106117926.jpg,SEGA,Dreamcast
61,image_921306268_product_150373667.jpg,Nintendo,Jeux Nintendo 3DS
62,image_933241968_product_190098899.jpg,PC Gaming,Jeux PC
63,image_933251547_product_190106631.jpg,PlayStation,Jeux PS2
64,image_933254552_product_190108765.jpg,PC Gaming,Jeux PC
65,image_946296536_product_208372596.jpg,PC Gaming,Jeux PC
66,image_956267541_product_221358684.jpg,Xbox,Jeux Xbox 360
67,image_1315763371_product_4206711456.jpg,Xbox,Jeux Xbox 360
68,image_874538397_product_111096070.jpg,PC Gaming,Jeux PC
69,image_879099276_product_5925962.jpg,PC Gaming,Jeux PC
70,image_884496659_product_129809790.jpg,PlayStation,Jeux PS2
71,image_892682242_product_135141750.jpg,PC Gaming,Jeux PC
72,image_933235887_product_190093308.jpg,Nintendo,Jeux Nintendo Wii
73,image_933260225_product_190110715.jpg,PC Gaming,PC Mac
74,image_940318369_product_203667517.jpg,Nintendo,Jeux Nintendo DS
75,image_1039267141_product_646789701.jpg,PC Gaming,Jeux PC
76,image_9118030_product_1372815.jpg,PC Gaming,Jeux PC
77,image_901354743_product_146713508.jpg,SEGA,Saturn
78,image_908471550_product_152786580.jpg,PlayStation,Jeux PS2
79,image_933243692_product_190097879.jpg,PlayStation,Jeux PS3
80,image_933253491_product_190106341.jpg,Nintendo,Jeux Nintendo Wii
81,image_948064881_product_210707049.jpg,PC Gaming,Jeux PC
82,image_970911889_product_260458769.jpg,Nintendo,SNES
83,image_1100073842_product_1711735498.jpg,PC Gaming,Jeux PC
84,image_1100076297_product_1711730104.jpg,PC Gaming,Jeux PC
85,image_1235567047_product_3695632560.jpg,Nintendo,Jeux Game Boy
86,image_1236944545_product_3716248639.jpg,PC Gaming,Jeux PC
87,image_1100059921_product_1711736573.jpg,PC Gaming,Jeux PC
88,image_1100063685_product_1711736000.jpg,PC Gaming,Jeux PC
89,image_1119523636_product_2000192031.jpg,Réalité Virtuelle,Jeux VR PC
90,image_1049879107_product_957011147.jpg,PC Gaming,Jeux PC
91,image_1100066257_product_1711735869.jpg,PC Gaming,Jeux PC
92,image_1100066810_product_1711736554.jpg,PC Gaming,Jeux PC
93,image_1100070334_product_1711733251.jpg,PC Gaming,Jeux PC
94,image_1100076011_product_1711736387.jpg,PC Gaming,Jeux PC
95,image_1100076852_product_1711728854.jpg,PC Gaming,Jeux PC
96,image_1100077500_product_1711734807.jpg,PC Gaming,Jeux PC
97,image_1100081873_product_1711736649.jpg,PC Gaming,Jeux PC
98,image_1100083741_product_1711736282.jpg,Outlier,Autre categorie
99,image_1108738672_product_1878218172.jpg,PC Gaming,Jeux PC
100,image_1115683575_product_1949003999.jpg,PC Gaming,Jeux PC
101,image_1132925383_product_2237358098.jpg,PC Gaming,Jeux PC
102,image_1132983697_product_2240360489.jpg,Outlier,Autre categorie
103,image_1134177075_product_2275732341.jpg,PC Gaming,Jeux PC
104,image_1146981061_product_2527236596.jpg,PlayStation,Jeux PS3
105,image_1152030349_product_2596981190.jpg,PlayStation,Jeux PS3
106,image_1231976657_product_3656477301.jpg,PC Gaming,Jeux PC
107,image_1236934329_product_3716121060.jpg,Autre,Coffret
108,image_1236934931_product_3716121410.jpg,Xbox,Jeux Xbox 360
109,image_1240554261_product_3748316863.jpg,Autre,Combo
110,image_1247153473_product_3805769836.jpg,Nintendo,Jeux Nintendo Wii U
111,image_1268253920_product_1585204775.jpg,Autre,multi-plateformes
112,image_1301143063_product_4150865160.jpg,PlayStation,Jeux PS1
113,image_910951795_product_155227143.jpg,Autre,Combo
114,image_939405656_product_161987876.jpg,PlayStation,Jeux PS4
115,image_939983893_product_203224746.jpg,PlayStation,Jeux PS2
116,image_966604797_product_252504330.jpg,SEGA,Genesis
0,image_631246_product_984304.jpg,Nintendo,Jeux Game Boy Advance
1,image_1063831_product_1157144.jpg,SEGA,Master System
2,image_137609430_product_1906192.jpg,PC Gaming,Jeux PC
3,image_158554130_product_1288702.jpg,PlayStation,Jeux PS2
4,image_197401530_product_5913718.jpg,PlayStation,Jeux PS1
5,image_310317432_product_46565050.jpg,PlayStation,Jeux PS2
6,image_438012288_product_49843702.jpg,Nintendo,Jeux Nintendo DS
7,image_858194557_product_92413946.jpg,PC Gaming,Jeux PC
8,image_874538407_product_102313516.jpg,PC Gaming,Jeux PC
9,image_508685383_product_52348929.jpg,PC Gaming,Autres
10,image_933246596_product_190099934.jpg,Xbox,Jeux Xbox 360
11,image_875245740_product_120815258.jpg,Nintendo,Jeux Nintendo 3DS
12,image_890393093_product_112462775.jpg,PC Gaming,Jeux PC
13,image_891727419_product_138462291.jpg,Nintendo,Jeux Nintendo Wii
14,image_905597768_product_125837942.jpg,PC Gaming,Jeux PC
15,image_933254112_product_190107692.jpg,Nintendo,Jeux Nintendo DS
16,image_933255073_product_190107492.jpg,PlayStation,Jeux PSP
17,image_933257176_product_190108856.jpg,PC Gaming,Jeux PC
18,image_933260060_product_190110205.jpg,PC Gaming,Jeux PC
19,image_955659162_product_220267363.jpg,PlayStation,Jeux PS2
20,image_956350704_product_221607062.jpg,PC Gaming,Jeux PC
21,image_956684035_product_222848401.jpg,Xbox,Jeux Xbox 360
22,image_967021253_product_98083871.jpg,Nintendo,Jeux Nintendo Wii
23,image_972149655_product_56745793.jpg,PC Gaming,Jeux PC
24,image_972618604_product_2922078.jpg,Nintendo,Jeux Super Nintendo
25,image_1017747635_product_289544125.jpg,Nintendo,Jeux Game Boy
26,image_1030684872_product_602135429.jpg,PlayStation,Jeux PS4
27,image_1085432053_product_1503924395.jpg,PlayStation,Jeux PSVITA
28,image_1104042367_product_1683179868.jpg,PlayStation,Jeux PS3
29,image_891725531_product_138457897.jpg,Nintendo,Jeux Nintendo DS
30,image_23276830_product_1533426.jpg,Nintendo,Jeux Game Boy Advance
31,image_40504830_product_1788665.jpg,Nintendo,Jeux GAMECUBE
32,image_486903891_product_51173981.jpg,PC Gaming,Jeux PC
33,image_651743714_product_54844666.jpg,PC Gaming,Jeux PC
34,image_830635508_product_63004531.jpg,PC Gaming,Jeux PC
35,image_833130849_product_61985267.jpg,PC Gaming,Jeux PC
36,image_844644693_product_51529973.jpg,Nintendo,Jeux Nintendo DS
37,image_849076215_product_80378088.jpg,PC Gaming,Jeux PC
38,image_858567869_product_92021901.jpg,PlayStation,Jeux PS3
39,image_859921037_product_2923354.jpg,SEGA,GAME GEAR
40,image_874537596_product_107645092.jpg,PlayStation,Jeux PS3
41,image_874538150_product_102311725.jpg,PC Gaming,Jeux PC
42,image_891727975_product_138459513.jpg,PlayStation,Jeux PSP
43,image_892247180_product_139269024.jpg,PlayStation,Jeux PS3
44,image_901354345_product_146713592.jpg,SEGA,Saturn
45,image_921363344_product_168669058.jpg,Nintendo,Jeux Nintendo DS
46,image_933233976_product_190091431.jpg,Nintendo,Jeux Nintendo Wii
47,image_933234188_product_190091335.jpg,Nintendo,Jeux Nintendo Wii
48,image_933252862_product_190106248.jpg,PC Gaming,Jeux PC
49,image_1018013263_product_508622373.jpg,PC Gaming,Jeux PC
50,image_1027902744_product_577491837.jpg,Xbox,Jeux Xbox One
51,image_1203606331_product_3280203098.jpg,Nintendo,Jeux Nintendo Switch
52,image_1216045204_product_2843201888.jpg,PlayStation,Jeux PS4
53,image_1237629677_product_3693507395.jpg,Xbox,Jeux Xbox One
54,image_1240338732_product_3746808985.jpg,PlayStation,Jeux PS4
55,image_1241406561_product_3756592583.jpg,PlayStation,Jeux PS3
56,image_933266676_product_190122199.jpg,PC Gaming,Jeux PC
57,image_962974795_product_242239222.jpg,PC Gaming,Jeux PC
58,image_977139301_product_125001384.jpg,Xbox,Jeux Xbox Classic
59,image_1017050069_product_279038476.jpg,Nintendo,NES
60,image_1095254559_product_1187912485.jpg,PlayStation,Jeux PS2
61,image_137526430_product_3702692.jpg,Nintendo,Jeux Game Boy Advance
62,image_159111130_product_3116676.jpg,PlayStation,Jeux PS2
63,image_849082473_product_80378043.jpg,PC Gaming,Jeux PC
64,image_857341291_product_91154354.jpg,PlayStation,Jeux PS3
65,image_879338005_product_98121571.jpg,PC Gaming,Jeux PC
66,image_891723683_product_138457274.jpg,Nintendo,Jeux Nintendo DS
67,image_891743458_product_138469056.jpg,PlayStation,Jeux PS2
68,image_933243687_product_190099305.jpg,Nintendo,Jeux Nintendo DS
69,image_933247434_product_190101002.jpg,PlayStation,Jeux PSP
70,image_1043131773_product_142455913.jpg,Xbox,Jeux Xbox 360
71,image_1165669224_product_2806194979.jpg,Xbox,Jeux Xbox One
72,image_1167318682_product_2832777929.jpg,Arcade,Neo Geo
73,image_1193424347_product_3144085232.jpg,PlayStation,Jeux PS4
74,image_108128830_product_2924143.jpg,SEGA,Saturn
75,image_854179992_product_85757275.jpg,PC Gaming,Jeux PC
76,image_874538300_product_109422166.jpg,PlayStation,Jeux PS3
77,image_970911880_product_260458764.jpg,Nintendo,SNES
78,image_1107916129_product_3716249024.jpg,PC Gaming,Jeux PC
79,image_1139580082_product_2394819677.jpg,Nintendo,Jeux Nintendo Wii U
80,image_1193420048_product_3139412813.jpg,Outlier,Non pertinent
81,image_1194596318_product_3150129928.jpg,PC Gaming,Jeux PC
82,image_1241290050_product_3754982637.jpg,PC Gaming,Jeux PC
83,image_1100063096_product_1711731907.jpg,PC Gaming,Jeux PC
84,image_1100064358_product_1711734478.jpg,PC Gaming,Jeux PC
85,image_1043191722_product_848683457.jpg,PC Gaming,Jeux PC Mac
86,image_1095315120_product_1634746443.jpg,PC Gaming,Jeux PC
87,image_1098449903_product_1686387215.jpg,PC Gaming,Jeux PC
88,image_1099823981_product_1707592368.jpg,PC Gaming,Jeux PC
89,image_1100064781_product_1711735502.jpg,PC Gaming,Jeux PC
90,image_1100065667_product_1711736883.jpg,PC Gaming,Jeux PC
91,image_1100068014_product_1711731452.jpg,PC Gaming,Jeux PC
92,image_1100068291_product_1711728483.jpg,PC Gaming,Jeux PC
93,image_1100069905_product_1711734637.jpg,PC Gaming,Jeux PC
94,image_1100070665_product_1711735991.jpg,PC Gaming,Jeux PC
95,image_1100072901_product_1711735439.jpg,PC Gaming,Jeux PC
96,image_1100077219_product_1711735441.jpg,PC Gaming,Jeux PC
97,image_1100083336_product_1711736982.jpg,Outlier,Autre categorie
98,image_1100249651_product_488318872.jpg,PC Gaming,Jeux PC
99,image_1108738106_product_1878218325.jpg,PC Gaming,Jeux PC
100,image_1108738886_product_1878218223.jpg,PC Gaming,Jeux PC
101,image_1115503666_product_1945991657.jpg,PC Gaming,Jeux PC
102,image_1124838336_product_2085018125.jpg,PC Gaming,Jeux PC
103,image_1146884902_product_2525244384.jpg,PC Gaming,Jeux PC
104,image_1151578632_product_2585832925.jpg,PlayStation,Jeux PS1
105,image_1154827280_product_2644384305.jpg,PlayStation,Jeux PS2
106,image_1164819652_product_2795217657.jpg,PC Gaming,Jeux PC
107,image_1173138897_product_2923358903.jpg,Autre,multi-plateformes
108,image_1225404932_product_3589877929.jpg,PC Gaming,Jeux PC
109,image_1236934312_product_3716120826.jpg,Xbox,Jeux Xbox 360
110,image_1236934740_product_3716121080.jpg,Autre,Combo
111,image_1236934933_product_3716121412.jpg,Autre,Combo
112,image_1236935115_product_3716121633.jpg,PlayStation,Jeux PS3
113,image_1240985666_product_3751708036.jpg,PlayStation,Jeux PS2
114,image_1264105210_product_3923709336.jpg,Xbox,Jeux Xbox 360
115,image_1275879025_product_4009376995.jpg,Outlier,Autre categorie
116,image_167602430_product_1836281.jpg,Nintendo,Super Nintendo (SNES)
